tokenNumber,text,source,field,qualityScore,needsReview,tags,imagePath
1327,his ass is not a software engineer,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/JCvJCreS3fRfWUsKFuMSJWff8JRXPm1MeVeexvtxzyg9/image.png
1710,his ass is not a software engineer,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/JE4yLZqSKTLwP2tQ4x2hyHWdPTeqrJ4pqFjuE85zi4cK/image.png
2575,house party nearby im bringing weird guys,metadata,background,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/J9fCqf4rZifWAE6tzAbgjB9xx4ZcWJKVnSC1wcb9jWUT/image.png
1728,how to catch a milk thief,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLpdS7FtYrxbZLVd3k36UGUb1AqSq9WcYf2CY68A4LtD/image.png
8961,how to catch a milk thief,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HQ2txaAh7YUZndDZo6RfYv7QgB9V1oWLKzS3hL2ATuWH/image.png
1795,how to catch a milk thief,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HWGabXYxWVHWhv7iYBPhpgQpm2d8mAJqU42QJrfX2rXg/image.png
4531,how to catch a milk thief,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HWQD5u1SC2R4HyD2JN19d1taFKitdqpGmSNHGzFZYTwr/image.png
3859,how to catch a milk thief,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/J7TaJCBjwae7ybRtbNXjx8XEDTV9xv8JkgBE8r2XGqhk/image.png
4684,i wake up i engage in tomfoolery,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HMW46QCK5J2ja8tQHUw9gLsSGwqYA51pSqN8BLsa5zPM/image.png
6627,i wake up i engage in tomfoolery,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HeLDgY1Xf65aATxZGvsGsMxjNzr6B5vmV8c5mrbxW3o7/image.png
1531,i wake up i engage in tomfoolery,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HkJtNx4fXkymUrojVSvQCGdw3HbSD38wYxdeAf4BNosC/image.png
417,i wake up i engage in tomfoolery,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/J8sesixiuzFSj5SPw5pJ22x6qX92FT2o5izxz9oh3Cuz/image.png
2888,it takes a little treat to tame a beast,metadata,overlay,12,False,npc-bark;surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HS58LQpMxiZxyeaq2dYmJAvq8G3ZDAATW5FFx6hEsZ6q/image.png
6078,it takes a little treat to tame a beast,metadata,overlay,12,False,npc-bark;surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HvMBfScywTU1jPt2UsPMUjvBQ7A8EL5s63dieEsqo6aQ/image.png
622,life would be much easier,metadata,overlay,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HNmgBCxSNKrxJwJFiGYRHGZbr4iTyZwYqjp2si6gTHen/image.png
8450,life would be much easier,metadata,overlay,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HT2SttxahJsqMcqcLGfSm2u2ZcgDZaCDrpCSvgctoaxE/image.png
2733,life would be much easier,metadata,overlay,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HWtEnw7UYPAKNsyBWVxW6NcQvALcNsnKb37y6d7ZMX1L/image.png
2967,life would be much easier,metadata,overlay,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HmN2zyLo8i87iX3F8Cnge2SdXvtHLP6RSTSeoerJpbE4/image.png
2195,life would be much easier,metadata,overlay,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HnVUuN6bnHmDPzifWH5ZtCqfwtCeYG11tLUtT9YPVPcw/image.png
4383,life would be much easier,metadata,overlay,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HxSCZN6QkXu8r4J98DMGsgTFyjno4DyyuWnuCkZqaaLy/image.png
1090,life would be much easier,metadata,overlay,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/J5Kv6Jk6T62is7UEoUVEyS6Chj36NHqri5RiCJgnFUfD/image.png
1690,life would be much easier,metadata,overlay,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/JAjiGz7q6iRGvTaEV2AVewK12BxRbouRgFndYECmHE8f/image.png
9906,my girant isopod phone case,metadata,left_hand,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HU5jiAyByKctiVT9iptRFB48YCpYjFc375hsF8XUavkD/image.png
5401,my girant isopod phone case,metadata,left_hand,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HYeHWfZjEK16CGqwY6giBUenGgRut43M8mnpECKTKHHM/image.png
8943,my girant isopod phone case,metadata,left_hand,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/J1GoxmSrL7LZTVdzHxrMVsKXar5Leny1SzJhR2TsR8H9/image.png
4828,my girant isopod phone case,metadata,left_hand,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/J8XQwExgdxHnFoXdBGoSgZdRDgRSHFtmvN9pYDYktdGp/image.png
4726,my girant isopod phone case,metadata,left_hand,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/JD4QATbBMpvCg1ADErSEfp1tmYFJFn8adAFevtMxTvCQ/image.png
1271,praying to your flight god,metadata,background,12,False,surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HXVMTabiqo3fGwb3x2zy3X2iMbShNyADKo8APBtYufeU/image.png
6625,praying to your flight god,metadata,background,12,False,surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Hf29ADb1yj1YuNvmT6WZdM9kXeGaRBn4M6tyLK1B9DN1/image.png
2391,praying to your flight god,metadata,background,12,False,surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HhUUkdCTkR5hbhH9xjdiSk9bj8MdB4dYXxH8SPUPX3h9/image.png
1531,praying to your flight god,metadata,background,12,False,surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HkJtNx4fXkymUrojVSvQCGdw3HbSD38wYxdeAf4BNosC/image.png
1133,praying to your flight god,metadata,background,12,False,surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/JC6ZW8FStXYAqavqg5QiV4vvQ1W83J6GWz15hWEMVsRD/image.png
1239,remember who you are fighting for,metadata,background,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HNxPpBRHuSVzJzytNzusZMKJZBdk1JiYwgjGJkpbeDDf/image.png
9394,remember who you are fighting for,metadata,background,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/JBVV4Znr5AkDBKf7w9Efzeeoocjqzdzp68t1dKAPCLXu/image.png
3206,remember who you are fighting for,metadata,background,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/JDzSsQZWfQfPpqNhBCfTTjZGpHR6wDsNw5ZpTagMBgYx/image.png
7401,she want me cuz im normal,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HSPogDSkVtJRmEi4P6JXBQUHympFfrW12A127R9C3wG2/image.png
7319,she want me cuz im normal,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HWMoJ3R315jrccFoPPvN5edmrjaFCQVNjXAtT9EwubPG/image.png
6546,she want me cuz im normal,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HYKY54fgXYUskMwyM4AeYhd6wEcr85eMkAKpRdMRGuwp/image.png
8524,she want me cuz im normal,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HqmG9WaErppjRE6zeJDBpP7PX8DAiDCQChFqkyWe7avQ/image.png
6926,she want me cuz im normal,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/JAeLQcBLhKaEHobcixs4CJT62kYwtJxaxjT7v6vwzNfd/image.png
9176,touching grass isnt enough,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HP9RxeXD4ZgPaoo9TqgtUCzbmKoU6pCPx581SvqK5cx7/image.png
824,touching grass isnt enough,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HTFKb3euRiPtHpNiZEPmTJDqVqWJ6qE3eVm8m4haXTti/image.png
9598,touching grass isnt enough,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HtLTQUt6iXeUgYDyvNRbwNqLC3K4NUw9nfCrZ5d73jgC/image.png
687,touching grass isnt enough,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HujHy8So6qPpF3XMqhwu1aMwZV8gxUv6PTcufz3cjeta/image.png
9176,vivienne westwood gem jacket,metadata,cloth,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HP9RxeXD4ZgPaoo9TqgtUCzbmKoU6pCPx581SvqK5cx7/image.png
7010,vivienne westwood gem jacket,metadata,cloth,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HfWoEVFnLFoYpZRRNsduaquq4KkzdkDFS6xzqDtArJfB/image.png
213,vivienne westwood gem jacket,metadata,cloth,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HmW3PYvZBUN9maocWfUK54denSKb5JUJ8N47czWUbs26/image.png
1390,vivienne westwood gem jacket,metadata,cloth,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HzemnE8VRNfaKcGwCXMWUekrq2c8L3mznj3DvcNNTFwj/image.png
5962,vivienne westwood gem jacket,metadata,cloth,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/J6WeaPbQyuhuziJ6oQadFThV6TrQLuDykzGBgWLa5gtN/image.png
2581,vivienne westwood gem jacket,metadata,cloth,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/JBbtzx5L4L9injuHZPqXaiKEtmNy5YGjQNBCdUNuZq22/image.png
5968,vivienne westwood gem jacket,metadata,cloth,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/JEBWuuQ1wwir9Lyzwe6bicj5LWMG4oy5gE91wb4XD7P6/image.png
194,wake up we gotta turn the power on,metadata,overlay,12,False,npc-bark;surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKTmvJphbLqxyEKWTy9czCnVizjTuX6LQDCa6U9F9b8N/image.png
3779,wake up we gotta turn the power on,metadata,overlay,12,False,npc-bark;surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HTCa2xDU93QYt379fKrQCVJgECc3PLYychd7fyhsbdGw/image.png
9031,wake up we gotta turn the power on,metadata,overlay,12,False,npc-bark;surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HYsfLBH6KU9Ef7cvPXzE1k9MRsnDZ8RE4vY4PtQ81KDL/image.png
2160,wake up we gotta turn the power on,metadata,overlay,12,False,npc-bark;surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HZqwHDRcx2P2Qs2uUTo2hkjUyTnTRhiEf6pqQw9iMrFL/image.png
6403,wake up we gotta turn the power on,metadata,overlay,12,False,npc-bark;surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HbUUUc2WRtMixt5GQHmVTg146NKiddMFDmKbsuejx7xe/image.png
4118,wake up we gotta turn the power on,metadata,overlay,12,False,npc-bark;surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HnMUg5j5d32YcGsyC9Lu6PntAGTRNzcUeZW8wL34yekS/image.png
2000,wake up we gotta turn the power on,metadata,overlay,12,False,npc-bark;surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/J5ffoh6E2yDUW5X8nggQrkPs4dHz8UskQkHP7qRdzGFS/image.png
6875,wake up we gotta turn the power on,metadata,overlay,12,False,npc-bark;surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/J9yL5QCRj8MJexKWrGhxhzA1pgeWCxciNb785zAdvNDp/image.png
7483,who needs brain cells when you have swag,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/J4GV3oDSWqoDsrnS2eNhmiqEZEsqkBqSHjTPAbUMWGMU/image.png
2704,who needs brain cells when you have swag,metadata,overlay,12,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/JDyDEtUkJAWz9gUakTnu8WZH4SC9m38GXTKa8X4TQca5/image.png
3830,wow it is literally me meme,metadata,background,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/J5fbBkrUaYgM4mQLxByHRZE5BFeMEvGG8689P1zPRJxR/image.png
2708,you cant beat a man that battles with himself every day,metadata,overlay,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLTNcgUmoU9J8kCWvvCc9NVf1BpixW7GSpSh4LqZ8ojH/image.png
9390,you cant beat a man that battles with himself every day,metadata,overlay,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HVtcjBnajFnFBmUFKGmXaoZMpQoRsXqJQ89vkNjTPPRc/image.png
4172,youre a fag and your shits all retarded,metadata,overlay,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HtMupiqBGZe5DnTm4Qr83FeDwEi2e417VnPU64iFX6yZ/image.png
6761,youre a fag and your shits all retarded,metadata,overlay,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/J76pTzRvKNH8rLueBzwfgGCHSkhFQHLfXb6Z78dy5EfG/image.png
3570,youre a fag and your shits all retarded,metadata,overlay,12,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/J7pc5HTz7AWyAbYdr4nzHBzaHrrLTYhAo6u86SuKnENA/image.png
632,american flag,metadata,background,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HRSzwzeiwYPPXwRLYc1ofZn93mEZHFBVdVGJszYLyM8A/image.png
4032,american flag,metadata,background,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HSjSUp1RcK2qw9aVtbjdYSSVgFMawwXKy2XDsWLJuJKZ/image.png
4365,american flag,metadata,background,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HigtptGrXPzmz8F1M7s5TG7ccQnqZdic6ZfFTiMkcXBF/image.png
417,american flag,metadata,background,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/J8sesixiuzFSj5SPw5pJ22x6qX92FT2o5izxz9oh3Cuz/image.png
9783,american flag,metadata,background,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/JBLbWJvYWGnXdoiAgZigU65o2cyEEnbPhqZKmt3LTaRN/image.png
3896,anime eye rock,metadata,left_hand,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLBu1A6JdQhijfjFRqxx8qNToFGT5PJ2UBFzCgYyFuRu/image.png
5118,anime eye rock,metadata,left_hand,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HswRW3h28NJZViwDbNm2pSNkjSvA87d3ezqfqYR7EmML/image.png
8166,anime eye rock,metadata,left_hand,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HzV1NcYJwB53gtkJhL4PbMffe69LQr4hzVyUArtWJatt/image.png
9240,Are you real,metadata,overlay,11,False,npc-bark;surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HMr1c5hmSHtH9boFDvPSozAF5nhgcE5gys1buumff4oG/image.png
632,Are you real,metadata,overlay,11,False,npc-bark;surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HRSzwzeiwYPPXwRLYc1ofZn93mEZHFBVdVGJszYLyM8A/image.png
3517,Are you real,metadata,overlay,11,False,npc-bark;surreal-prop;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Hz5TyiEuRDZGuuxbbJYMAmmQtoYv6Yb4PLswq8nsWSLL/image.png
4489,asspizza bedroom,metadata,background,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HMnjLHTzeAqo1z45kVwRHK1Vh8BJmGTwahX831ZbUs86/image.png
9789,asspizza bedroom,metadata,background,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HSR85xRKCxiw4Upv9tzbVLksBSLnn9AyNeQSiUQNmyYr/image.png
1145,asspizza bedroom,metadata,background,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HV8489EguNyjfvQQsr9346LqGyJKrQ4WdkwDMSKspz9z/image.png
5524,asspizza gobln shirt,metadata,cloth,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HXEjcf58a5JnKgwrdMr7XFXssHaAGc1CRNFcmNQa6hdP/image.png
9321,asspizza gobln shirt,metadata,cloth,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HYaZ44V2YJv9kFDMxTc6uRf3zt5HMSVLYWuVwMie9h1o/image.png
8541,asspizza gobln shirt,metadata,cloth,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HhJjfEodLABUqs2DkBZcevt598bEWBpbTzRxJqFymGsM/image.png
1312,asspizza gobln shirt,metadata,cloth,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HhRB6RoKr294muB2RR356193oeGwd2iENWRGxRKiZDtV/image.png
1754,asspizza gobln shirt,metadata,cloth,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HpNhUCZZVCA4qDG135XWYB1jccAaMzTMM6ygLs6Z8P4u/image.png
5451,black ops on my tv,metadata,background,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HxHFGK7cT7pW3XJ5M9L9wbkD4a2MfDDmeXzYzELvsWtP/image.png
4563,black ops on my tv,metadata,background,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/J8e72MFaHDJzswmHAjSL2ndjfWejDt95uk2TcN9novo4/image.png
4130,blue pokemon swag,metadata,background,11,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Hij4cGkPGEAvPsBFDvAnv2AJ2xSSh72Efei19Gjsr3CQ/image.png
5763,blue pokemon swag,metadata,background,11,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HkrGTR1KfnLivSScGD7Tn7dddty6tEHguq53Cvjg5ijY/image.png
3800,blue pokemon swag,metadata,background,11,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HsKjQB246e6c4kui8o2tjftGdfr9nf1SisiByksWqJUF/image.png
9681,blue pokemon swag,metadata,background,11,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HuNyK1G72scVpAMz6c3ucHKWsHGERRhpBQtAAy4u4Lie/image.png
8015,blue pokemon swag,metadata,background,11,False,npc-bark;metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/J1MZ8MDhuZ6iwXDGBszNcso9db7SDJ8bVdXPMC3dLn1v/image.png
7704,brain transplant,metadata,overlay,11,False,metadata-trait,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HeEKqfsLvU6bAGp7RD1zww7rErEmiyAiBYid6WSZsCoD/image.png
